,Company_name,Rank
685,SUNDARAM FINANCE HOLDINGS LTD.,Rank 3
686,SATIA INDUSTRIES LIMITED,Rank 3
687,BOROSIL RENEWABLES LIMITED,Rank 3
688,KALYANI STEELS LTD,Rank 3
689,VA TECH WABAG LIMITED,Rank 3
690,"HIMATSINGKA SEIDE LTD.,",Rank 3
691,AGC NETWORKS LIMITED,Rank 3
692,MASTEK LIMITED,Rank 3
693,CLARIANT CHEMICALS (INDIA) LIMITED,Rank 3
694,RAMKRISHNA FORGINGS LTD.,Rank 3
695,"SIYARAM SILK MILLS LTD.,",Rank 3
696,ITD CEMENTATION INDIA LTD,Rank 3
697,BALMER LAWRIE INVESTMENTS LTD.,Rank 3
698,INDO COUNT INDUSTRIES LTD,Rank 3
699,PDS MULTINATIONAL FASHIONS LIMITED,Rank 3
700,SRIKALAHASTHI PIPES LIMITED,Rank 3
701,"ORIENTAL CARBON & CHEMICALS LTD.,",Rank 3
702,SHANKARA BUILDING PRODUCTS LIMITED,Rank 3
703,RATTANINDIA POWER LIMITED,Rank 3
704,KIRLOSKAR PNEUMATIC CO.LTD.,Rank 3
705,SOMANY HOME INNOVATION LIMITED,Rank 3
706,JAYBHARAT TEXTILES AND REAL ESTATE LIMITED,Rank 3
707,HIL LIMITED,Rank 3
708,DOLLAR INDUSTRIES LIMITED,Rank 3
709,NRB BEARINGS LTD.,Rank 3
710,DPSC LTD.,Rank 3
711,FERMENTA BIOTECH LIMITED,Rank 3
712,"EIH ASSOCIATED HOTELS LTD.,",Rank 3
713,CIGNITI TECHNOLOGIES LTD,Rank 3
714,L.G.BALKRISHNAN & BROS. LTD.,Rank 3
715,KITEX GARMENETS LTD.,Rank 3
716,FOSECO INDIA LTD,Rank 3
717,KOVAI MEDICAL CENTER & HOSPITAL LTD,Rank 3
718,ASHIANA HOUSING LIMITED,Rank 3
719,POWER MECH PROJECTS LIMITED,Rank 3
720,RANE HOLDINGS LTD.,Rank 3
721,NUCLEUS SOFTWARE EXPORTS LTD,Rank 3
722,TEXMACO RAIL & ENGINEERING LIMITED,Rank 3
723,SASKEN TECHNOLOGIES LIMITED,Rank 3
724,ANANT RAJ LIMITED,Rank 3
725,PTC INDIA FINANCIAL SERVICES LIMITED,Rank 3
726,BODAL CHEMICALS LTD,Rank 3
727,HMT LIMITED,Rank 3
728,MOREPEN LABORATORIES LTD.,Rank 3
729,"DREDGING CORPORATION OF INDIA LTD.,",Rank 3
730,QUICK HEAL TECHNOLOGIES LIMITED,Rank 3
731,PINE ANIMATION LIMITED,Rank 3
732,G.M. BREWERIES LTD.,Rank 3
733,NXTDIGITAL LIMITED ,Rank 3
734,FILATEX INDIA LTD.,Rank 3
735,PAUSHAK LIMITED (FORMERLY KNOWN AS DARSHAK LIMITED),Rank 3
736,DALMIA BHARAT SUGAR AND INDUSTRIES LTD,Rank 3
737,PRABHAT DAIRY LIMITED,Rank 3
738,INOX WIND LIMITED,Rank 3
739,"BHANSALI ENGINEERING POLYMERS LTD.,",Rank 3
740,THE ANDHRA SUGARS LTD.,Rank 3
741,PORSCHE CAPITAL MARKET LIMITED,Rank 3
742,ASTRA MICROWAVE PRODUCTS LTD.,Rank 3
743,SANGHI INDUSTRIES LTD.,Rank 3
744,CAMLIN FINE SCIENCES LTD,Rank 3
745,MUTHOOT CAPITAL SERVICES LTD.,Rank 3
746,ACTION CONSTRUCTION EQUIPMENTS LTD.,Rank 3
747,INDIA NIPPON ELECTRICALS LTD,Rank 3
748,K.C.P. LTD,Rank 3
749,SATIN CREDITCARE NETWORK LIMITED,Rank 3
750,"SHANTHI GEARS LTD.,",Rank 3
751,GALLANTT ISPAT LIMITED,Rank 3
752,M.M.FORGINGS LTD.,Rank 3
753,"SURYA ROSHNI LTD.,",Rank 3
754,SUVEN LIFE SCIENCES LTD.,Rank 3
755,GTPL HATHWAY LIMITED,Rank 3
756,CENTRUM CAPITAL LIMITED,Rank 3
757,INDIA MOTOR PARTS & ACCESSORIES LTD,Rank 3
758,GRANDEUR PRODUCTS LIMITED,Rank 3
759,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Rank 3
760,"ELPRO INTERNATIONAL LTD.,",Rank 3
761,SIRCA PAINTS INDIA LTD.,Rank 3
762,SPENCER'S RETAIL LIMITED,Rank 3
763,SML ISUZU LIMITED,Rank 3
764,SOMANY CERAMICS LIMITED,Rank 3
765,"TTK HEALTHCARE LTD.,",Rank 3
766,"PRAKASH INDUSTRIES LTD.,",Rank 3
767,ORISSA SPONGE IRON AND STEEL LIMITED,Rank 3
768,STERLING TOOLS LTD.,Rank 3
769,SARDA ENERGY & MINERALS LTD,Rank 3
770,EFFINGO TEXTILE & TRADING LIMITED,Rank 3
771,PC JEWELLER LIMITED,Rank 3
772,INDIABULLS INTEGRATED SERVICES LIMITED,Rank 3
773,KOKUYO CAMLIN LTD,Rank 3
774,MONNET ISPAT & ENERGY LIMITED,Rank 3
775,APCOTEX INDUSTRIES LIMITED,Rank 3
776,KINGFA SCIENCE & TECHNOLOGY (INDIA) LTD,Rank 3
777,GATI LIMITED,Rank 3
778,MUSIC BROADCAST LIMITED,Rank 3
779,HINDUSTAN PHOTO FILMS MFG. CO. LTD.,Rank 3
780,MOLD-TEK PACKAGING LIMITED,Rank 3
781,"SUNFLAG IRON & STEEL CO. LTD.,",Rank 3
782,CONFIDENCE PETROLEUM INDIA LIMITED,Rank 3
783,BAJAJ HINDUSTHAN SUGAR LIMITED,Rank 3
784,USHA MARTIN LTD.,Rank 3
785,SAREGAMA INDIA LTD.,Rank 3
786,KALYANI INVESTMENT COMPANY LIMITED,Rank 3
787,SNOWMAN LOGISTICS LIMITED,Rank 3
788,"BANCO PRODUCTS (INDIA) LTD.,",Rank 3
789,RELIANCE POWER LIMITED,Rank 3
790,MAX VENTURES AND INDUSTRIES LIMITED,Rank 3
791,ORIENTAL AROMATICS LIMITED,Rank 3
792,"MANGALAM CEMENT LTD.,",Rank 3
793,MIRZA INTERNATIONAL  LIMITED,Rank 3
794,LUMAX AUTO TECHNOLOGIES LTD.,Rank 3
795,GEOJIT FINANCIAL SERVICES LIMITED,Rank 3
796,DISA INDIA LTD.,Rank 3
797,PATEL ENGINEERING LTD,Rank 3
798,CESC VENTURES LIMITED,Rank 3
799,ASIAN GRANITO INDIA LIMITED,Rank 3
800,GODAWARI POWER AND ISPAT LTD.,Rank 3
801,BLACK ROSE INDUSTRIES LTD,Rank 3
802,MAN INFRACONSTRUCTION LIMITED,Rank 3
803,ANDREW YULE & COMPANY LTD,Rank 3
804,MAA JAGDAMBE TRADELINKS LIMITED,Rank 3
805,NATH BIOGENE INDIA LTD.,Rank 3
806,REPRO INDIA LTD.,Rank 3
807,KIRLOSKAR INDUSTRIES LTD,Rank 3
808,KAVIT INDUSTRIES LIMITED,Rank 3
809,"THIRUMALAI CHEMICALS LTD.,",Rank 3
810,BALAJI TELEFILMS LTD.,Rank 3
811,MPS LIMITED,Rank 3
812,PUNJAB CHEMICALS AND CROP PROTECTION LTD.,Rank 3
813,RENAISSANCE GLOBAL LIMITED,Rank 3
814,"MAHANAGAR TELEPHONE NIGAM LTD.,",Rank 3
815,GAYATRI PROJECTS LIMITED,Rank 3
816,FINKURVE FINANCIAL SERVICES LIMITED,Rank 3
817,GENUS POWER INFRASTRUCTURES LTD,Rank 3
818,ALBA POLYMERS LIMITED,Rank 3
819,TATA TELESERVICES (MAHARASHTRA) LTD.,Rank 3
820,"ELECTROSTEEL CASTINGS LTD.,",Rank 3
821,"COSMO FILMS LTD.,",Rank 3
822,THE INVESTMENT TRUST OF INDIA LIMITED,Rank 3
823,"SANDUR MANGANESE & IRON ORES LTD.,",Rank 3
824,RELIANCE INFRASTRUCTURE LTD,Rank 3
825,GVK POWER & INFRASTRUCTURE LTD,Rank 3
826,GIC HOUSING FINANCE LTD.,Rank 3
827,HBL POWER SYSTEMS LTD.,Rank 3
828,COFFEE DAY ENTERPRISES LIMITED,Rank 3
829,AVT NATURAL PRODUCTS LTD.,Rank 3
830,JUMP NETWORKS LIMITED,Rank 3
831,PNB GILTS LTD,Rank 3
832,LAKSHMI VILAS BANK LTD,Rank 3
833,"YUKEN INDIA LTD.,",Rank 3
834,ADF FOODS LIMITED.,Rank 3
835,GANESHA ECOSPHERE LIMITED,Rank 3
836,XCHANGING SOLUTIONS LIMITED,Rank 3
837,EMAMI PAPER MILLS LTD.,Rank 3
838,KESORAM INDUSTRIES LTD,Rank 3
839,BLS INTERNATIONAL SERVICES LTD,Rank 3
840,ATLAS JEWELLERY INDIA LIMITED,Rank 3
841,ZEE LEARN LIMITED,Rank 3
842,TEJAS NETWORKS LIMITED,Rank 3
843,TRIVENI ENTERPRISES LIMITED,Rank 3
844,"ULTRAMARINE & PIGMENTS LTD.,",Rank 3
845,DWARIKESH SUGAR INDUSTRIES LTD.,Rank 3
846,LIFELINE DRUGS & PHARMA LTD,Rank 3
847,NACL INDUSTRIES LIMITED,Rank 3
848,GUFIC BIOSCIENCES LTD.,Rank 3
849,TEXMACO INFRASTRUCTURE & HOLDINGS LTD,Rank 3
850,GTL INFRASTRUCTURE LIMITED,Rank 3
851,BHAGERIA INDUSTRIES LIMITED,Rank 3
852,"WENDT (INDIA) LTD.,",Rank 3
853,ARMAN FINANCIAL SERVICES LIMITED,Rank 3
854,RELIANCE INDUSTRIAL INFRASTRUCTURE,Rank 3
855,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,Rank 3
856,FIEM INDUSTRIES LIMITED,Rank 3
857,RAJAPALAYAM MILLS LIMITED,Rank 3
858,APTECH LTD.,Rank 3
859,MEP INFRASTRUCTURE DEVELOPERS LIMITED,Rank 3
860,MAHANIVESH (INDIA) LTD.,Rank 3
861,NEULAND LABORATORIES LIMITED.,Rank 3
862,GREENPANEL INDUSTRIES LIMITED,Rank 3
863,WATERBASE LIMITED,Rank 3
864,EVEREADY INDUSTRIES INDIA LTD.,Rank 3
865,"DYNAMATIC TECHNOLOGIES LTD.,",Rank 3
866,HARYANA FINANCIAL CORPORATION LTD.,Rank 3
867,"INDO RAMA SYNTHETICS (INDIA) LTD.,",Rank 3
868,"VADILAL INDUSTRIES LTD.,",Rank 3
869,APOLLO PIPES LIMITED,Rank 3
870,TITAGARH WAGONS LTD,Rank 3
871,IG PETROCHEMICALS LTD,Rank 3
872,INDIAN METALS & FERRO ALLOYS LIMITED,Rank 3
873,IFGL REFRACTORIES LIMITED,Rank 3
874,NELCO LTD,Rank 3
875,RICO AUTO INDUSTRIES LTD.,Rank 3
876,WPIL LTD,Rank 3
877,TRESCON LIMITED,Rank 3
878,G N A AXLES LIMITED,Rank 3
879,EBIXCASH WORLD MONEY INDIA LIMITED,Rank 3
880,"UNITECH LTD.,",Rank 3
881,GARWARE POLYESTERS LTD,Rank 3
882,ORIENT PAPER & INDUSTRIES LTD.,Rank 3
883,SHARDA MOTOR INDUSTRIES LTD,Rank 3
884,MORGANITE CRUCIBLE (INDIA) LIMITED,Rank 3
885,SVP GLOBAL VENTURES LIMITED,Rank 3
886,THANGAMAYIL JEWELLERY LIMITED,Rank 3
887,CHEVIOT CO.LTD.,Rank 3
888,"SHREE DIGVIJAY CEMENT CO. LTD.,",Rank 3
889,PLASTIBLENDS INDIA LTD.,Rank 3
890,RPG LIFE SCIENCES LIMITED,Rank 3
891,JAIPRAKASH ASSOCIATES LIMITED,Rank 3
892,5PAISA CAPITAL LIMITED,Rank 3
893,PRICOL LIMITED,Rank 3
894,ATUL AUTO LIMITED,Rank 3
895,MEDIA MATRIX WORLDWIDE LTD.,Rank 3
896,SUTLEJ TEXTILES & INDUSTRIES LIMITED,Rank 3
897,THE ANUP ENGINEERING LTD,Rank 3
898,CANTABIL RETAIL INDIA LIMITED,Rank 3
899,"DEWAN HOUSING FINANCE CORPN. LTD.,",Rank 3
900,BEEKAY STEEL INDUSTRIES LTD.,Rank 3
901,"UNIVERSAL CABLES LTD.,",Rank 3
902,HPC BIOSCIENCES LIMITED,Rank 3
903,"ORIENTAL HOTELS LTD.,",Rank 3
904,STOVEC INDUSTRIES LTD.,Rank 3
905,SAINT-GOBAIN SEKURIT INDIA LTD.,Rank 3
906,VOITH PAPER FABRICS INDIA LTD,Rank 3
907,MANORAMA INDUSTRIES LIMITED,Rank 3
908,KSE LTD.,Rank 3
909,AMBIKA COTTON MILLS LTD.,Rank 3
910,"BHARAT BIJLEE LTD.,",Rank 3
911,HINDUSTAN MEDIA VENTURES LIMITED,Rank 3
912,MONTE CARLO FASHIONS LIMITED,Rank 3
913,BHARAT ROAD NETWORK LIMITED,Rank 3
914,MISHTANN FOODS LIMITED,Rank 3
915,SANDESH LTD.,Rank 3
916,WIM PLAST LTD.,Rank 3
917,AVADH SUGAR & ENERGY LIMITED,Rank 3
918,MUNJAL AUTO INDUSTRIES LTD.,Rank 3
919,TOURISM FINANCE CORPN. OF INDIA LTD,Rank 3
920,UNIPHOS ENTERPRISES LIMITED.,Rank 3
921,RANE BRAKE LINING LIMITED,Rank 3
922,CENTUM ELECTRONICS LTD,Rank 3
923,SHALIMAR PAINTS LTD.,Rank 3
924,"ANUH PHARMA LTD.,",Rank 3
925,ZOTA HEALTH CARE LTD.,Rank 3
926,ALICON CASTALLOY LIMITED,Rank 3
927,"MUNJAL SHOWA LTD.,",Rank 3
928,"JAY BHARAT MARUTI LTD.,",Rank 3
929,N. B. I. INDUSTRIAL FINANCE COMPANY LTD.,Rank 3
930,SUMMIT SECURITIES LTD.,Rank 3
931,ENKEI WHEELS (INDIA) LIMITED,Rank 3
932,NEWTIME INFRASTRUCTURE LIMITED,Rank 3
933,"EMPIRE INDUSTRIES LTD.,",Rank 3
934,EAST INDIA SECURITIES LIMITED,Rank 3
935,MANGALORE CHEMICALS & FERTILISERS L,Rank 3
936,INDRAPRASTHA MEDICAL CORPORATION LT,Rank 3
937,"MAC CHARLES (INDIA) LTD.,",Rank 3
938,NAVKAR CORPORATION LIMITED,Rank 3
939,ZUARI AGRO CHEMICALS LIMITED,Rank 3
940,NELCAST LIMITED,Rank 3
941,CONTROL PRINT (INDIA) LTD.,Rank 3
942,KUANTUM PAPERS LIMITED,Rank 3
943,SAYAJI HOTEL LTD,Rank 3
944,VARDHMAN HOLDINGS LIMITED,Rank 3
945,ADOR WELDING LTD.,Rank 3
946,TD POWER SYSTEMS LTD,Rank 3
947,RAMCO SYSTEMS LTD,Rank 3
948,ASSOCIATED ALCOHOLS & BREWERIES LTD,Rank 3
949,63 MOONS TECHNOLOGIES LIMITED,Rank 3
950,SHIVALIK RASAYAN LTD.,Rank 3
951,ZEN TECHNOLOGIES LTD.,Rank 3
952,"DECCAN CEMENTS LTD.,",Rank 3
953,"JAIN IRRIGATION SYSTEMS LTD.,",Rank 3
954,SREELEATHERS LIMITED,Rank 3
955,WELSPUN SPECIALTY SOLUTIONS LIMITED,Rank 3
956,SUPERSHAKTI METALIKS LIMITED,Rank 3
957,HSIL LIMITED,Rank 3
958,SHRIRAM EPC LIMITED,Rank 3
959,SMS PHARMACEUTICALS LTD,Rank 3
960,IST LIMITED,Rank 3
961,SHAKTI PUMPS (INDIA) LTD.,Rank 3
962,NALWA SONS INVESTMENT LTD,Rank 3
963,AJMERA REALTY & INFRA INDIA LIMITED,Rank 3
964,ASIAN OILFIELD SERVICES LTD.,Rank 3
965,"GOODRICKE GROUP LTD.,",Rank 3
966,SOUTHERN PETROCHEMICAL INDUSTRIES CORPORATION LIMITED,Rank 3
967,SKIPPER LIMITED,Rank 3
968,PRABHAT TECHNOLOGIES (INDIA) LIMITED,Rank 3
969,"CENTURY ENKA LTD.,",Rank 3
970,N.R.AGARWAL INDUSTRIES LTD.,Rank 3
971,ASIAN HOTELS (WEST) LTD,Rank 3
972,CEREBRA INTEGRATED TECHNOLOGIES LTD.,Rank 3
973,VIKAS PROPPANT & GRANITE LTD.,Rank 3
974,"NCL INDUSTRIES LIMITED,",Rank 3
975,MEDICAMEN BIOTECH LTD.,Rank 3
976,BAJAJ HEALTHCARE LIMITED,Rank 3
977,GKW LTD.,Rank 3
978,MAPRO INDUSTRIES LTD,Rank 3
979,LINCOLN PHARMACEUTICALS LTD.,Rank 3
980,EVEREST INDUSTRIES LTD.,Rank 3
981,"VISAKA INDUSTRIES LTD.,",Rank 3
982,SREI INFRASTRUCTURE FINANCE LIMITED,Rank 3
983,ANJANI PORTLAND CEMENT LTD.,Rank 3
984,UDAIPUR CEMENT WORKS LIMITED,Rank 3
985,MIDLAND POLYMERS LTD.,Rank 3
986,DATAMATICS GLOBAL SERVICES LIMITED,Rank 3
987,SUYOG TELEMATICS LIMITED,Rank 3
988,MAHINDRA EPC IRRIGATION LIMITED,Rank 3
989,ALLSEC TECHNOLOGIES LTD.,Rank 3
990,GLOBUS SPIRITS LIMITED,Rank 3
991,SUBEX  LTD,Rank 3
992,SHAILY ENGINEERING PLASTICS LTD.,Rank 3
993,HARITA SEATING SYSTEMS LTD,Rank 3
994,SANGHVI MOVERS LTD.,Rank 3
995,RATTANINDIA INFRASTRUCTURE LIMITED,Rank 3
996,RAVINDRA ENERGY LIMITED,Rank 3
997,NIYOGIN FINTECH LIMITED,Rank 3
998,GRAVITA INDIA LIMITED,Rank 3
999,"MUKAND LTD.,",Rank 3
1000,3I INFOTECH LIMITED,Rank 3
1001,UTTAM SUGAR MILLS LTD,Rank 3
1002,S.P. APPARELS LIMITED,Rank 3
1003,NECTAR LIFESCIENCES LIMITED,Rank 3
1004,CMI FPE LTD,Rank 3
1005,KAYA LIMITED,Rank 3
1006,THEMIS MEDICARE LTD.,Rank 3
1007,ARSHIYA LIMITED,Rank 3
1008,ZODIAC CLOTHING CO. LTD.,Rank 3
1009,"PENNAR INDUSTRIES LTD.,",Rank 3
1010,D-LINK (INDIA) LTD,Rank 3
1011,ABANS ENTERPRISES LIMITED,Rank 3
1012,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,Rank 3
1013,PRECISION CAMSHAFTS LIMITED,Rank 3
1014,BMW INDUSTRIES LIMITED,Rank 3
1015,HT MEDIA LTD,Rank 3
1016,ARTEMIS ELECTRICALS LIMITED,Rank 3
1017,"ELECON ENGINEERING CO.LTD.,",Rank 3
1018,TAMILNADU PETROPRODUCTS LTD,Rank 3
1019,DHANLAXMI BANK LIMITED,Rank 3
1020,HINDUSTHAN NATIONAL GLASS & INDUSTR,Rank 3
1021,DIC INDIA LTD,Rank 3
1022,MAHESHWARI LOGISTICS LTD.,Rank 3
1023,GALA GLOBAL PRODUCTS LIMITED,Rank 3
1024,STYLAM INDUSTRIES LIMITED,Rank 3
1025,MARATHON NEXTGEN REALTY LTD,Rank 3
1026,IFB AGRO INDUSTRIES LTD,Rank 3
1027,"ESTER INDUSTRIES LTD.,",Rank 3
1028,JET AIRWAYS (INDIA) LTD,Rank 3
1029,Z.F. STEERING GEAR (INDIA) LIMITED,Rank 3
1030,SHREE PUSHKAR CHEMICALS & FERTILISERS LIMITED,Rank 3
1031,"MANALI PETROCHEMICALS LTD.,",Rank 3
1032,R.K. MANUFACTURING COMPANY LIMITED,Rank 3
1033,SINDHU TRADE LINKS LIMITED,Rank 3
1034,GENERIC PHARMASEC LIMITED,Rank 3
1035,HLV LIMITED,Rank 3
1036,PANAMA PETROCHEM LTD.,Rank 3
1037,CHANNEL NINE ENTERTAINMENT LIMITED,Rank 3
1038,SHRENIK LTD.,Rank 3
1039,MONEYTECH FINLEASE LIMITED,Rank 3
1040,ARVIND SMARTSPACES LIMITED,Rank 3
1041,ONMOBILE GLOBAL LTD.,Rank 3
1042,SAURASHTRA CEMENT LIMITED,Rank 3
1043,FINEOTEX CHEMICAL LIMITED,Rank 3
1044,"RUBY MILLS LTD.,",Rank 3
1045,ASHAPURA MINECHEM LTD,Rank 3
1046,GLOSTER LTD,Rank 3
1047,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,Rank 3
1048,BRIGHTCOM GROUP LIMITED,Rank 3
1049,POKARNA LTD.,Rank 3
1050,"GANDHI SPECIAL TUBES LTD.,",Rank 3
1051,OSWAL GREENTECH LIMITED,Rank 3
1052,"SADHANA NITROCHEM LTD.,",Rank 3
1053,THE YAMUNA SYNDICATE LTD ,Rank 3
1054,VISHWARAJ SUGAR INDUSTRIES LIMITED,Rank 3
1055,SOM DISTILLERIES & BREWERIES LTD.,Rank 3
1056,TIMEX GROUP INDIA LTD,Rank 3
1057,GOLDIAM INTERNATIONAL LTD.,Rank 3
1058,UFO MOVIEZ INDIA LIMITED,Rank 3
1059,"KAPPAC PHARMA LTD.,",Rank 3
1060,RANE (MADRAS)  LTD.,Rank 3
1061,PARTANI APPLIANCES LIMITED,Rank 3
1062,"DCW LTD.,",Rank 3
1063,"HIND RECTIFIERS LTD.,",Rank 3
1064,JAYANT AGRO-ORGANICS LIMITED.,Rank 3
1065,ECO FRIENDLY FOOD PROCESSING PARK LIMITED,Rank 3
1066,MADRAS FERTILIZERS LTD,Rank 3
1067,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,Rank 3
1068,BHAGIRADHA CHEMICALS AND INDUSTRIES,Rank 3
1069,PEARL GLOBAL INDUSTRIES LIMITED,Rank 3
1070,MAN INDUSTRIES (INDIA) LTD,Rank 3
1071,"PRECISION WIRES INDIA LTD.,",Rank 3
1072,SHREE GANESH BIOTECH (INDIA) LIMITED,Rank 3
1073,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,Rank 3
1074,GARG ACRYLICS LIMITED,Rank 3
1075,STATE TRADING CORPORATION OF INDIA,Rank 3
1076,LINC PEN & PLASTICS LTD.,Rank 3
1077,"ALBERT DAVID LTD.,",Rank 3
1078,DEEP INDUSTRIES LIMITED,Rank 3
1079,KMC SPECIALITY HOSPITALS INDIA LIMITED,Rank 3
1080,ZEE MEDIA CORPORATION LIMITED,Rank 3
1081,CUPID LIMITED,Rank 3
1082,CAREER POINT LIMITED,Rank 3
1083,PROZONE INTU PROPERTIES LIMITED,Rank 3
1084,"VISHVJYOTI TRADING LTD.,",Rank 3
1085,SUKHJIT STARCH & CHEMICALS LTD.,Rank 3
1086,VERUM PROPERTIES LIMITED,Rank 3
1087,SORIL INFRA RESOURCES LIMITED,Rank 3
1088,RAGHUVANSH AGROFARMS LIMITED,Rank 3
1089,"UNITED DRILLING TOOLS LTD.,",Rank 3
1090,SHEMAROO ENTERTAINMENT LIMITED,Rank 3
1091,JAI BALAJI INDUSTRIES LIMITED,Rank 3
1092,VARDHAMAN ACRYLICS LTD.,Rank 3
1093,"AUTOMOBILE CORPN. OF GOA LTD.,",Rank 3
1094,"HERCULES HOISTS LTD.,",Rank 3
1095,V2 RETAIL LIMITED,Rank 3
1096,SAT INDUSTRIES LTD,Rank 3
1097,"SIMPLEX TRADING & AGENCIES LTD.,",Rank 3
1098,ARTEMIS MEDICARE SERVICES LIMITED,Rank 3
1099,PPAP AUTOMOTIVE LIMITED,Rank 3
1100,"UCAL FUEL SYSTEMS LTD.,",Rank 3
1101,MENON BEARINGS LTD,Rank 3
1102,EXPLEO SOLUTIONS LIMITED,Rank 3
1103,"DCM SHRIRAM INDUSTRIES LTD.,",Rank 3
1104,VARDHMAN SPECIAL STEELS LTD,Rank 3
1105,THE HI-TECH GEARS LIMITED,Rank 3
1106,RELIANCE COMMUNICATIONS LIMITED,Rank 3
1107,NGL FINE CHEM LTD.,Rank 3
1108,MODERN INDIA LTD.,Rank 3
1109,RAJRATAN GLOBAL WIRE LTD,Rank 3
1110,CHEMBOND CHEMICALS LTD.,Rank 3
1111,COASTAL CORPORATION LIMITED,Rank 3
1112,ORICON ENTERPRISES LTD.,Rank 3
1113,HINDUSTAN COMPOSITES LTD,Rank 3
1114,FOODS & INNS LTD.,Rank 3
1115,MANAKSIA LIMITED,Rank 3
1116,RIDDHI SIDDHI GLUCO BIOLS LTD,Rank 3
1117,KDDL LTD,Rank 3
1118,NITIN SPINNERS LTD.,Rank 3
1119,CHAMAN LAL SETIA EXPORTS LTD.,Rank 3
1120,"MILKFOOD LTD.,",Rank 3
1121,ACRYSIL LTD.,Rank 3
1122,"DHARAMSI MORARJI CHEMICAL CO. LTD.,",Rank 3
1123,"J.L. MORISON (INDIA) LTD.,",Rank 3
1124,BGR ENERGY SYSTEMS LIMITED,Rank 3
1125,EVEREST KANTO CYLINDERS LTD.,Rank 3
1126,TCPL PACKAGING LIMITED,Rank 3
1127,RIDDHI CORPORATE SERVICES LIMITED,Rank 3
1128,ORIENTAL VENEER PRODUCTS LTD.,Rank 3
1129,MANGALAM ORGANICS LIMITED,Rank 3
1130,DEE KARTAVYA FINANCE LTD.,Rank 3
1131,GP PETROLEUMS LIMITED,Rank 3
1132,DIKSAT TRANSWORLD LIMITED,Rank 3
1133,MANAS PROPERTIES LIMITED,Rank 3
1134,GALLANTT METAL LIMITED,Rank 3
1135,VIPUL LIMITED,Rank 3
1136,"ANDHRA PETROCHEMICALS LTD.,",Rank 3
1137,INFOBEANS TECHNOLOGIES LTD.,Rank 3
1138,"ELDECO HOUSING & IND. LTD.,",Rank 3
1139,PTL ENTERPRISES LTD,Rank 3
1140,KHADIM INDIA LIMITED,Rank 3
1141,SASTASUNDAR VENTURES LIMITED,Rank 3
1142,DHUNSERI VENTURES LIMITED,Rank 3
1143,SRI SARVARAYA SUGARS LIMITED,Rank 3
1144,"JINDAL DRILLING & INDUSTRIES LTD.,",Rank 3
1145,CREST VENTURES LIMITED,Rank 3
1146,AMRIT CORP LIMITED,Rank 3
1147,S CHAND AND COMPANY LIMITED,Rank 3
1148,ADVANI HOTELS & RESORTS (INDIA) LTD.,Rank 3
1149,TILAKNAGAR INDUSTRIES LTD,Rank 3
1150,SHIVA CEMENT LTD.,Rank 3
1151,SHARE INDIA SECURITIES LIMITED,Rank 3
1152,ALANKIT LIMITED,Rank 3
1153,HCL INFOSYSTEMS LTD,Rank 3
1154,GOKALDAS EXPORTS LTD,Rank 3
1155,CHEMFAB ALKALIS LTD,Rank 3
1156,SHANTI EDUCATIONAL INITIATIVES LIMITED,Rank 3
1157,HPL ELECTRIC & POWER LIMITED,Rank 3
1158,JAYASWAL NECO INDUSTRIES LTD,Rank 3
1159,SIMPLEX INFRASTRUCTURES LIMITED,Rank 3
1160,MSP STEEL & POWER LTD.,Rank 3
1161,ROSSELL INDIA LIMITED,Rank 3
1162,SANGINITA CHEMICALS LTD.,Rank 3
1163,OPTIEMUS INFRACOM LIMITED,Rank 3
1164,NEW DELHI TELEVISION LIMITED,Rank 3
1165,RELIANCE CAPITAL LIMITED,Rank 3
1166,LIBERTY SHOES LTD.,Rank 3
1167,RAMKY INFRASTRUCTURE LIMITED,Rank 3
1168,SPECIALITY RESTAURANTS LIMITED,Rank 3
1169,THE INDIAN WOOD PRODUCTS CO. LTD.,Rank 3
1170,UDAY JEWELLERY INDUSTRIES LIMITED.,Rank 3
1171,VASCON ENGINEERS LIMITED,Rank 3
1172,MMP INDUSTRIES LTD.,Rank 3
1173,SHREE RAMA NEWSPRINT LIMITED,Rank 3
1174,"GOA CARBON LTD.,",Rank 3
1175,YANTRA NATURAL RESOURCES LIMITED,Rank 3
1176,BEST AGROLIFE LIMITED,Rank 3
1177,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,Rank 3
1178,GUJARAT APOLLO INDUSTRIES LTD.,Rank 3
1179,RSWM LIMITED,Rank 3
1180,RAJ TELEVISION NETWORK LTD,Rank 3
1181,STEELCAST LTD.,Rank 3
1182,NEGOTIUM INTERNATIONAL TRADE LIMITED,Rank 3
1183,"GUJARAT SIDHEE CEMENT LIMITED.,",Rank 3
1184,KHEMANI DISTRIBUTORS & MARKETING LIMITED,Rank 3
1185,RUDRA GLOBAL INFRA PRODUCTS LIMITED,Rank 3
1186,JAY USHIN LTD.,Rank 3
